id,component_id,name,unit,min_value,max_value,current_value,set_value,created_at,updated_at,show_in_graph,is_writable,modbus_address,modbus_type,data_type,show_in_ui,component_name
08c938fc-63e0-4f71-b8a7-8af3ca8524b3,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.68056+00,false,true,,,,false,precursor 2
108b3663-ac43-4d4b-af14-41f13a7b500f,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temperature_set,°C,0,250,0,250,2025-04-21 15:24:16.041814+00,2025-04-30 20:07:28.322506+00,false,true,,,,true,precursor 2
12db5c62-1791-4b52-85e7-491965dc02e9,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_max,sccm,0,200,200,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.489921+00,false,true,,,,false,MFC 1
15a77e1b-b0ec-404d-ad87-45dbd1fd5fd2,73517548-14c3-4607-8acb-155bfa92eb1a,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.89719+00,false,true,,,,true,Precursor 1
15cfe7b4-a17b-4b46-a532-ab8b8aaaddfc,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,autotune_on,boolean,0,1,0,0.5,2025-04-21 15:24:16.041814+00,2025-04-23 16:38:42.654318+00,false,true,,,,false,Backend Heater
19a3bd3a-a55e-4fe1-bc8a-858943e4707a,12060510-4656-4d66-858b-32dc3a12132f,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.68099+00,false,true,,,,false,Precursor 3
1f2b1f8f-a756-4abb-bd0f-0bf05b9888b3,1e26eeff-9db1-4da5-bf33-fd16f81816f9,scale_min,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.770839+00,false,true,,,,false,Nitrogen Generator
20c3f03f-087f-4bd6-bfb9-ab75fc540308,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.92069+00,false,true,,,,false,Precursor 4
228b9d22-4edd-4c95-9b1e-a22a9c9da7f9,3392d426-5c17-4106-8877-c6d1e1ffbfc7,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.446216+00,false,true,,,,false,Precursor 6
24d47ccc-fb82-4d82-a1ef-69b97221ebba,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temp_max_limit,°C,0,1000,1000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.477726+00,false,true,,,,false,Champer Heater
253386d3-9680-4778-bdaf-3a0488d7ea6c,8b26848e-74d2-4af9-9c76-7f5481cd4d61,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.960611+00,false,false,,,,false,precursor 5
25c61abd-bf60-49c9-868d-f6124af31be8,12060510-4656-4d66-858b-32dc3a12132f,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.632924+00,false,true,,,,false,Precursor 3
265d5d44-fd43-4274-a0f1-d49026f863af,73517548-14c3-4607-8acb-155bfa92eb1a,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.347504+00,false,true,,,,false,Precursor 1
27b5f623-a88e-4a94-aba2-58cc30c5257c,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,zero_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.434897+00,false,true,,,,false,Pressure Gauge 1
2dd5d506-696b-4f35-b374-7bcc84d644ac,f071d4ad-70f8-460d-8b51-be4d8834c917,temperature_set,°C,0,1000,25,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.772408+00,false,true,,,,true,Frontend Heater
313ed808-d2c7-4694-994d-d98d3b2a30b5,73517548-14c3-4607-8acb-155bfa92eb1a,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.299103+00,false,true,,,,false,Precursor 1
35969620-6843-4130-8eca-d6b62dc74dbf,9b5812c5-e619-4b24-b7ca-ac9d7119428d,flow_read,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.3069+00,true,false,,,,true,MFC 1
35dc8e4c-06bc-4c0e-adbf-f045c1322f1a,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,scale_max,Pa,0,100000,100000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.386738+00,false,true,,,,false,Pressure Gauge 1
3865e2cc-de9b-46ee-bc7d-05a50c6350ce,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.107946+00,false,false,,,,false,precursor 2
38ba7869-ab40-4e26-9f8c-cabfe55c4936,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.545332+00,false,true,,,,false,Precursor 6
38f835ca-2d10-44ef-8400-4918b27d77dc,73517548-14c3-4607-8acb-155bfa92eb1a,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.396685+00,false,true,,,,false,Precursor 1
3c215451-4f30-438b-8ff9-fc0ee2b6f8ab,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.633158+00,false,true,,,,true,precursor 2
3d2e61d7-46f0-411a-a69e-fe3a444ed4ab,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:38.755352+00,false,true,,,,false,Backend Heater
3e0caa47-f18c-4daf-b0e8-17304ef8d8ce,9b5812c5-e619-4b24-b7ca-ac9d7119428d,flow_set,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.25792+00,false,true,,,,true,MFC 1
3f780bc5-c7e1-4653-a4bf-6d773904c0ea,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:38.65833+00,false,true,,,,false,Backend Heater
3f9fffa2-3176-43c3-a159-ffd4c3aadbb8,1e26eeff-9db1-4da5-bf33-fd16f81816f9,purity_read,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.627413+00,false,false,,,,true,Nitrogen Generator
43638982-e740-42ad-b0c9-2711f3079576,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.380745+00,false,true,,,,false,Champer Heater
4567ba45-1c86-45d2-bf4d-b1cf306f387a,f071d4ad-70f8-460d-8b51-be4d8834c917,temperature_read,°C,0,1000,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.821072+00,true,false,,,,true,Frontend Heater
46f37a7c-8aad-49f9-90fe-1881d3b10259,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.334121+00,false,true,,,,false,Champer Heater
475ea660-2251-4d91-bdbd-0766a8655ddd,1e26eeff-9db1-4da5-bf33-fd16f81816f9,zero_cal,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.677592+00,false,true,,,,false,Nitrogen Generator
482de0f2-1db5-4a6d-83c2-45716cdb1a67,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.969878+00,false,true,,,,true,Precursor 4
4840dab1-048f-4b7c-ad96-4cecccc32780,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.495816+00,false,true,,,,false,Precursor 6
4ced68bf-468d-4ddf-b1bc-a52b110f9593,f071d4ad-70f8-460d-8b51-be4d8834c917,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.15554+00,false,false,,,,false,Frontend Heater
500c0329-946e-48c6-9b52-c08e65bd0292,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,pressure_read,Pa,0,100000,0.0100312483129754,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.624535+00,false,false,,,,true,Pressure Gauge 2
5090a678-2d53-4bab-bc81-977b47190c51,1e26eeff-9db1-4da5-bf33-fd16f81816f9,scale_max,%,0,100,100,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.818297+00,false,true,,,,false,Nitrogen Generator
51ab2e39-50cf-4208-a5e5-a403925a5eff,3392d426-5c17-4106-8877-c6d1e1ffbfc7,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.397731+00,false,true,,,,false,Precursor 6
535aa1cf-1c00-41bc-8877-b35fac02c1cd,f071d4ad-70f8-460d-8b51-be4d8834c917,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.969507+00,false,true,,,,false,Frontend Heater
538fcee5-09ec-45ba-83e0-62b73761bf9a,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,span_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.482895+00,false,true,,,,false,Pressure Gauge 1
59551cec-d4c2-4ff6-9d5b-5460f8201b82,f071d4ad-70f8-460d-8b51-be4d8834c917,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.014723+00,false,true,,,,false,Frontend Heater
5a4a739c-6e4d-4966-944a-d3e6f04620fc,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.094531+00,false,true,,,,false,Champer Heater
5a5de52e-6afa-4aa3-9072-fcbfe2f9e797,3392d426-5c17-4106-8877-c6d1e1ffbfc7,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.590661+00,false,false,,,,false,Precursor 6
5adac7f8-816a-45bb-8f6e-ca45b8b4330f,d7bea2dd-78f3-4a65-986d-ca73822fd023,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.381996+00,false,true,19,,,true,Valve 4
5b68242e-aabe-4bd7-93b3-5f0544623668,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.966632+00,false,true,,,,false,precursor 2
5de620f7-c5b2-4b2f-a13c-49967ad15524,73517548-14c3-4607-8acb-155bfa92eb1a,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.994784+00,false,true,,,,false,Precursor 1
5f9843bc-2b88-426d-a693-cbbee8356169,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.865429+00,false,true,,,,false,precursor 5
6107c0d1-583d-4faa-b58d-ccaca4666fdc,73517548-14c3-4607-8acb-155bfa92eb1a,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.255034+00,false,true,,,,false,Precursor 1
61342cfe-7a0c-4ca4-a30b-1770b9e38e2d,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_max,Pa,0,100000,100000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.725188+00,false,true,,,,false,Pressure Gauge 2
62c28aac-7300-4d3d-85c7-f043c3226439,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,temperature_read,°C,0,1000,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:38.561847+00,false,false,,,,true,Backend Heater
656f98b2-1d0f-4f65-a5d0-a3b2357bbeaf,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_min,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.444781+00,false,true,,,,false,MFC 1
65bc0885-e5fa-49e8-96d9-f1ef592f1c20,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.062636+00,false,true,,,,false,precursor 2
668ff6e6-6dcc-43c1-9726-0599595908e0,8b26848e-74d2-4af9-9c76-7f5481cd4d61,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.681293+00,false,true,,,,false,precursor 5
687cf16a-8d3d-45ce-8a94-d20ec07f6dcd,12060510-4656-4d66-858b-32dc3a12132f,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.249627+00,false,true,,,,true,Precursor 3
6979fd01-718f-4d27-a91c-5af3d9d0c52d,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.238443+00,false,true,,,,false,Champer Heater
69fe8a76-a8d0-42da-ba83-d0fcbe063a8d,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:38.904911+00,false,false,,,,false,Backend Heater
705cfb63-5c04-40e4-874c-13b022430044,f071d4ad-70f8-460d-8b51-be4d8834c917,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.86953+00,false,true,,,,false,Frontend Heater
723ae39b-88b5-46ec-b869-f57a50ce3e3f,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temp_min_limit,°C,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.428688+00,false,true,,,,false,Champer Heater
73f16b0e-6a82-4027-a1cf-66bfa16dba69,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,power_on,boolean,0,1,0,0.5,2025-04-21 15:24:16.041814+00,2025-04-22 18:03:31.00583+00,false,true,,,,true,Backend Heater
7497ae20-231a-4742-81d6-eebd405b6b20,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.302807+00,false,true,,,,false,Precursor 4
74f67e21-e58f-4a68-b7ec-73556fab18cf,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.255033+00,false,true,,,,false,Precursor 4
774f7d29-e823-4b98-8e14-3aac77bd7599,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.920141+00,false,true,,,,false,precursor 2
78647b39-e712-46d3-a122-7e471564e292,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.586099+00,false,true,,,,true,precursor 5
78aee73c-bda3-4f79-9554-71a7a8985030,8b26848e-74d2-4af9-9c76-7f5481cd4d61,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.821377+00,false,true,,,,false,precursor 5
78cdc7b1-25dc-42b9-b8af-a9a615305ac9,2bd08e5b-dc96-48d7-b742-4792daa2b45d,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.666179+00,false,true,,,,true,Valve 6
7d7f5510-f71c-4563-8a24-b3cfba45ade8,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.112606+00,false,true,,,,false,Precursor 4
